ensg	biotype
ENSG00000272979.1	lncRNA
ENSG00000233654.2	lncRNA
ENSG00000284052.1	lncRNA
ENSG00000228509.7	lncRNA
ENSG00000235852.1	lncRNA
ENSG00000230686.1	lncRNA
ENSG00000288064.1	lncRNA
ENSG00000227542.1	lncRNA
ENSG00000288900.1	lncRNA
ENSG00000288582.2	lncRNA
ENSG00000225884.3	lncRNA
ENSG00000233766.8	lncRNA
ENSG00000229395.1	lncRNA
ENSG00000232227.5	lncRNA
ENSG00000227418.6	lncRNA
ENSG00000286358.1	lncRNA
ENSG00000286868.1	lncRNA
ENSG00000260142.1	lncRNA
ENSG00000225539.8	lncRNA
ENSG00000286539.1	lncRNA
ENSG00000230173.1	lncRNA
ENSG00000235056.1	lncRNA
ENSG00000224099.2	lncRNA
ENSG00000271893.1	lncRNA
ENSG00000223466.2	lncRNA
ENSG00000234919.1	lncRNA
ENSG00000272211.1	lncRNA
ENSG00000229056.2	lncRNA
ENSG00000282836.1	lncRNA
ENSG00000231621.2	lncRNA
ENSG00000236977.1	lncRNA
ENSG00000225979.1	lncRNA
ENSG00000287858.1	lncRNA
ENSG00000222017.1	lncRNA
ENSG00000286020.1	lncRNA
ENSG00000237035.1	lncRNA
ENSG00000236653.3	lncRNA
ENSG00000225421.2	lncRNA
ENSG00000231557.1	lncRNA
ENSG00000257045.1	lncRNA
ENSG00000225953.4	lncRNA
ENSG00000238217.7	lncRNA
ENSG00000287027.1	lncRNA
ENSG00000287299.1	lncRNA
ENSG00000284084.1	lncRNA
ENSG00000237166.3	lncRNA
ENSG00000230408.3	lncRNA
ENSG00000183308.6	lncRNA
ENSG00000232719.1	lncRNA
ENSG00000226312.7	lncRNA
ENSG00000234431.2	lncRNA
ENSG00000287133.1	lncRNA
ENSG00000289026.1	lncRNA
ENSG00000273209.1	lncRNA
ENSG00000222035.4	lncRNA
ENSG00000287041.1	lncRNA
ENSG00000231903.1	lncRNA
ENSG00000286223.1	lncRNA
ENSG00000272966.1	lncRNA
ENSG00000273456.1	lncRNA
ENSG00000289294.1	lncRNA
ENSG00000256458.1	lncRNA
ENSG00000234714.1	lncRNA
ENSG00000237271.2	lncRNA
ENSG00000236634.1	lncRNA
ENSG00000237843.2	lncRNA
ENSG00000287524.1	lncRNA
ENSG00000225216.6	lncRNA
ENSG00000225610.1	lncRNA
ENSG00000227946.2	lncRNA
ENSG00000231955.1	lncRNA
ENSG00000228577.1	lncRNA
ENSG00000231653.1	lncRNA
ENSG00000229321.2	lncRNA
ENSG00000260171.1	lncRNA
ENSG00000237892.1	lncRNA
ENSG00000229647.3	lncRNA
ENSG00000224342.1	lncRNA
ENSG00000234902.6	lncRNA
ENSG00000286568.1	lncRNA
ENSG00000225916.1	lncRNA
ENSG00000240440.1	lncRNA
ENSG00000223725.6	lncRNA
ENSG00000225064.1	lncRNA
ENSG00000224137.2	lncRNA
ENSG00000272851.1	lncRNA
ENSG00000225111.2	lncRNA
ENSG00000289422.1	lncRNA
ENSG00000231908.2	lncRNA
ENSG00000231896.1	lncRNA
ENSG00000287662.1	lncRNA
ENSG00000289113.1	lncRNA
ENSG00000286249.1	lncRNA
ENSG00000272807.1	lncRNA
ENSG00000229127.2	lncRNA
ENSG00000279317.3	lncRNA
ENSG00000234281.5	lncRNA
ENSG00000288732.1	lncRNA
ENSG00000280837.1	lncRNA
ENSG00000273118.1	lncRNA
ENSG00000234308.3	lncRNA
ENSG00000223373.1	lncRNA
ENSG00000286965.1	lncRNA
ENSG00000270659.1	lncRNA
ENSG00000236193.3	lncRNA
ENSG00000289002.1	lncRNA
ENSG00000272519.1	lncRNA
ENSG00000196096.3	lncRNA
ENSG00000197585.10	lncRNA
ENSG00000224257.1	lncRNA
ENSG00000229267.3	lncRNA
ENSG00000227769.7	lncRNA
ENSG00000286836.1	lncRNA
ENSG00000237571.1	lncRNA
ENSG00000230695.2	lncRNA
ENSG00000225166.2	lncRNA
ENSG00000228618.1	lncRNA
ENSG00000234938.2	lncRNA
ENSG00000237525.7	lncRNA
ENSG00000227981.2	lncRNA
ENSG00000235770.6	lncRNA
ENSG00000230838.2	lncRNA
ENSG00000288791.1	lncRNA
ENSG00000227824.1	lncRNA
ENSG00000226276.1	lncRNA
ENSG00000260804.3	lncRNA
ENSG00000231092.1	lncRNA
ENSG00000233581.1	lncRNA
ENSG00000235042.1	lncRNA
ENSG00000241520.1	lncRNA
ENSG00000224391.1	lncRNA
ENSG00000225794.3	lncRNA
ENSG00000236886.2	lncRNA
ENSG00000229352.1	lncRNA
ENSG00000286601.1	lncRNA
ENSG00000231597.1	lncRNA
ENSG00000223874.2	lncRNA
ENSG00000237479.1	lncRNA
ENSG00000227021.1	lncRNA
ENSG00000236295.1	lncRNA
ENSG00000259855.1	lncRNA
ENSG00000287498.1	lncRNA
ENSG00000233143.2	lncRNA
ENSG00000231672.8	lncRNA
ENSG00000223923.2	lncRNA
ENSG00000261338.2	lncRNA
ENSG00000237281.1	lncRNA
ENSG00000288819.1	lncRNA
ENSG00000273361.1	lncRNA
ENSG00000286154.1	lncRNA
ENSG00000272555.1	lncRNA
ENSG00000228135.1	lncRNA
ENSG00000288898.1	lncRNA
ENSG00000235024.1	lncRNA
ENSG00000236445.5	lncRNA
ENSG00000224090.1	lncRNA
ENSG00000286606.1	lncRNA
ENSG00000287529.1	lncRNA
ENSG00000230432.1	lncRNA
ENSG00000229525.1	lncRNA
ENSG00000234638.1	lncRNA
ENSG00000227432.1	lncRNA
ENSG00000268603.1	lncRNA
ENSG00000268896.1	lncRNA
ENSG00000269068.1	lncRNA
ENSG00000228973.1	lncRNA
ENSG00000267919.1	lncRNA
ENSG00000227308.2	lncRNA
ENSG00000228909.2	lncRNA
ENSG00000286199.1	lncRNA
ENSG00000288902.1	lncRNA
ENSG00000239498.1	lncRNA
ENSG00000235337.1	lncRNA
ENSG00000236451.3	lncRNA
ENSG00000224819.2	lncRNA
ENSG00000286272.1	lncRNA
ENSG00000286170.1	lncRNA
ENSG00000272944.1	lncRNA
ENSG00000234446.3	lncRNA
ENSG00000163081.4	lncRNA
ENSG00000234193.1	lncRNA
ENSG00000231189.1	lncRNA
ENSG00000235610.1	lncRNA
ENSG00000228802.1	lncRNA
ENSG00000274629.1	lncRNA
ENSG00000289265.1	lncRNA
ENSG00000273301.1	lncRNA
ENSG00000235070.3	lncRNA
ENSG00000272622.2	lncRNA
ENSG00000261379.1	lncRNA
ENSG00000236432.8	lncRNA
ENSG00000236116.1	lncRNA
ENSG00000286772.1	lncRNA
ENSG00000232023.3	lncRNA
ENSG00000228226.1	lncRNA
ENSG00000287791.1	lncRNA
ENSG00000231534.1	lncRNA
ENSG00000225963.8	lncRNA
ENSG00000235419.5	lncRNA
ENSG00000289157.1	lncRNA
ENSG00000226125.2	lncRNA
ENSG00000232520.2	lncRNA
ENSG00000230385.1	lncRNA
ENSG00000283164.1	lncRNA
ENSG00000238062.6	lncRNA
ENSG00000261829.1	lncRNA
ENSG00000233538.1	lncRNA
ENSG00000181798.4	lncRNA
ENSG00000286942.1	lncRNA
ENSG00000286399.1	lncRNA
ENSG00000289018.1	lncRNA
ENSG00000261096.1	lncRNA
ENSG00000227033.1	lncRNA
ENSG00000224516.5	lncRNA
ENSG00000237087.1	lncRNA
ENSG00000237126.8	lncRNA
ENSG00000241409.1	lncRNA
ENSG00000289129.1	lncRNA
ENSG00000259793.1	lncRNA
ENSG00000224814.1	lncRNA
ENSG00000237581.1	lncRNA
ENSG00000286059.1	lncRNA
ENSG00000226442.2	lncRNA
ENSG00000261298.1	lncRNA
ENSG00000288040.1	lncRNA
ENSG00000228162.1	lncRNA
ENSG00000231682.1	lncRNA
ENSG00000280744.1	lncRNA
ENSG00000226542.1	lncRNA
ENSG00000235293.1	lncRNA
ENSG00000235529.2	lncRNA
ENSG00000222007.6	lncRNA
ENSG00000233611.4	lncRNA
ENSG00000270540.1	lncRNA
ENSG00000232893.1	lncRNA
ENSG00000232328.3	lncRNA
ENSG00000227252.2	lncRNA
ENSG00000124835.2	lncRNA
ENSG00000224844.1	lncRNA
ENSG00000224132.2	lncRNA
ENSG00000222022.1	lncRNA
ENSG00000222032.2	lncRNA
ENSG00000289261.1	lncRNA
ENSG00000234949.2	lncRNA
ENSG00000227107.1	lncRNA
ENSG00000286864.1	lncRNA
ENSG00000288857.1	lncRNA
ENSG00000279484.2	lncRNA
ENSG00000283635.1	lncRNA
ENSG00000232306.2	lncRNA
ENSG00000229915.1	lncRNA
ENSG00000225493.1	lncRNA
ENSG00000234279.2	lncRNA
ENSG00000286160.2	lncRNA
ENSG00000286748.1	lncRNA
ENSG00000226992.1	lncRNA
ENSG00000227744.4	lncRNA
ENSG00000286307.1	lncRNA
ENSG00000287405.1	lncRNA
ENSG00000222020.4	lncRNA
ENSG00000286525.2	lncRNA
ENSG00000288082.1	lncRNA
ENSG00000286188.1	lncRNA
ENSG00000196758.3	lncRNA
ENSG00000227459.1	lncRNA
ENSG00000259889.1	lncRNA
ENSG00000220256.4	lncRNA
ENSG00000286325.1	lncRNA
ENSG00000286183.1	lncRNA
ENSG00000227479.1	lncRNA
ENSG00000287049.1	lncRNA
ENSG00000260942.1	lncRNA
ENSG00000219159.4	lncRNA
ENSG00000223991.1	lncRNA
ENSG00000229996.1	lncRNA
ENSG00000225521.1	lncRNA
ENSG00000289253.1	lncRNA
ENSG00000286588.1	lncRNA
ENSG00000223374.1	lncRNA
ENSG00000288080.1	lncRNA
ENSG00000289555.1	lncRNA
ENSG00000234235.1	lncRNA
ENSG00000273113.1	lncRNA
ENSG00000235351.1	lncRNA
ENSG00000215692.2	lncRNA
ENSG00000234793.1	lncRNA
ENSG00000215023.2	lncRNA
ENSG00000224272.2	lncRNA
ENSG00000235151.1	lncRNA
ENSG00000233806.8	lncRNA
ENSG00000226423.1	lncRNA
ENSG00000287971.1	lncRNA
ENSG00000232002.2	lncRNA
ENSG00000289556.1	lncRNA
ENSG00000261186.2	lncRNA
ENSG00000223587.2	lncRNA
ENSG00000224918.1	lncRNA
ENSG00000287140.1	lncRNA
ENSG00000234661.2	lncRNA
ENSG00000287505.1	lncRNA
ENSG00000224957.6	lncRNA
ENSG00000224239.1	lncRNA
ENSG00000235158.1	lncRNA
ENSG00000225044.1	lncRNA
ENSG00000288831.1	lncRNA
ENSG00000227588.2	lncRNA
ENSG00000286363.1	lncRNA
ENSG00000237990.3	lncRNA
ENSG00000271870.1	lncRNA
ENSG00000223727.6	lncRNA
ENSG00000287720.1	lncRNA
ENSG00000286579.1	lncRNA
ENSG00000231249.2	lncRNA
ENSG00000235947.1	lncRNA
ENSG00000235978.7	lncRNA
ENSG00000235831.7	lncRNA
ENSG00000233912.1	lncRNA
ENSG00000268509.2	lncRNA
ENSG00000230944.1	lncRNA
ENSG00000229642.1	lncRNA
ENSG00000226022.1	lncRNA
ENSG00000189229.12	lncRNA
ENSG00000226258.7	lncRNA
ENSG00000237665.1	lncRNA
ENSG00000288030.1	lncRNA
ENSG00000236202.1	lncRNA
ENSG00000270207.2	lncRNA
ENSG00000227110.7	lncRNA
ENSG00000228351.3	lncRNA
ENSG00000231401.2	lncRNA
ENSG00000224884.1	lncRNA
ENSG00000224808.1	lncRNA
ENSG00000287623.1	lncRNA
ENSG00000228723.6	lncRNA
ENSG00000227929.4	lncRNA
ENSG00000235830.2	lncRNA
ENSG00000254485.5	lncRNA
ENSG00000206573.10	lncRNA
ENSG00000287878.1	lncRNA
ENSG00000269886.1	lncRNA
ENSG00000230082.1	lncRNA
ENSG00000269982.1	lncRNA
ENSG00000206567.10	lncRNA
ENSG00000287086.1	lncRNA
ENSG00000231177.4	lncRNA
ENSG00000240288.8	lncRNA
ENSG00000236999.1	lncRNA
ENSG00000224771.2	lncRNA
ENSG00000226567.2	lncRNA
ENSG00000230599.2	lncRNA
ENSG00000286962.1	lncRNA
ENSG00000232287.2	lncRNA
ENSG00000287964.1	lncRNA
ENSG00000288969.1	lncRNA
ENSG00000285906.2	lncRNA
ENSG00000271716.1	lncRNA
ENSG00000272483.1	lncRNA
ENSG00000288952.1	lncRNA
ENSG00000272263.1	lncRNA
ENSG00000232746.1	lncRNA
ENSG00000244502.2	lncRNA
ENSG00000224514.3	lncRNA
ENSG00000287059.1	lncRNA
ENSG00000228242.6	lncRNA
ENSG00000255021.1	lncRNA
ENSG00000251576.1	lncRNA
ENSG00000283392.1	lncRNA
ENSG00000235629.1	lncRNA
ENSG00000230172.1	lncRNA
ENSG00000285969.1	lncRNA
ENSG00000260902.1	lncRNA
ENSG00000225733.7	lncRNA
ENSG00000224660.2	lncRNA
ENSG00000249786.7	lncRNA
ENSG00000288077.1	lncRNA
ENSG00000287042.2	lncRNA
ENSG00000286689.1	lncRNA
ENSG00000285654.1	lncRNA
ENSG00000271964.1	lncRNA
ENSG00000272498.1	lncRNA
ENSG00000272529.1	lncRNA
ENSG00000287377.1	lncRNA
ENSG00000288050.1	lncRNA
ENSG00000233570.2	lncRNA
ENSG00000269391.2	lncRNA
ENSG00000229271.2	lncRNA
ENSG00000226441.2	lncRNA
ENSG00000285731.1	lncRNA
ENSG00000286352.1	lncRNA
ENSG00000226238.1	lncRNA
ENSG00000274840.4	lncRNA
ENSG00000272477.1	lncRNA
ENSG00000287069.1	lncRNA
ENSG00000289138.1	lncRNA
ENSG00000231304.2	lncRNA
ENSG00000261734.1	lncRNA
ENSG00000282987.1	lncRNA
ENSG00000225542.2	lncRNA
ENSG00000223351.5	lncRNA
ENSG00000233153.6	lncRNA
ENSG00000223791.1	lncRNA
ENSG00000224074.3	lncRNA
ENSG00000289130.1	lncRNA
ENSG00000224822.1	lncRNA
ENSG00000228791.8	lncRNA
ENSG00000272554.2	lncRNA
ENSG00000230891.7	lncRNA
ENSG00000225386.2	lncRNA
ENSG00000287348.1	lncRNA
ENSG00000272282.1	lncRNA
ENSG00000225548.7	lncRNA
ENSG00000229243.2	lncRNA
ENSG00000235493.2	lncRNA
ENSG00000235904.3	lncRNA
ENSG00000203506.5	lncRNA
ENSG00000235593.1	lncRNA
ENSG00000287774.2	lncRNA
ENSG00000289450.1	lncRNA
ENSG00000227260.2	lncRNA
ENSG00000227549.2	lncRNA
ENSG00000261468.1	lncRNA
ENSG00000288926.1	lncRNA
ENSG00000232490.6	lncRNA
ENSG00000261572.1	lncRNA
ENSG00000251224.1	lncRNA
ENSG00000272149.1	lncRNA
ENSG00000289460.1	lncRNA
ENSG00000271643.2	lncRNA
ENSG00000226320.6	lncRNA
ENSG00000287981.1	lncRNA
ENSG00000236452.1	lncRNA
ENSG00000227498.2	lncRNA
ENSG00000287641.1	lncRNA
ENSG00000289420.1	lncRNA
ENSG00000230830.1	lncRNA
ENSG00000279727.1	lncRNA
ENSG00000272334.1	lncRNA
ENSG00000271993.1	lncRNA
ENSG00000271653.1	lncRNA
ENSG00000270194.1	lncRNA
ENSG00000198590.12	lncRNA
ENSG00000288972.1	lncRNA
ENSG00000229589.1	lncRNA
ENSG00000231243.1	lncRNA
ENSG00000284669.1	lncRNA
ENSG00000283849.1	lncRNA
ENSG00000287620.1	lncRNA
ENSG00000287995.1	lncRNA
ENSG00000287958.1	lncRNA
ENSG00000287780.1	lncRNA
ENSG00000286996.1	lncRNA
ENSG00000286781.1	lncRNA
ENSG00000285885.1	lncRNA
ENSG00000289279.1	lncRNA
ENSG00000223797.7	lncRNA
ENSG00000226302.1	lncRNA
ENSG00000289169.1	lncRNA
ENSG00000231873.2	lncRNA
ENSG00000287415.1	lncRNA
ENSG00000233096.1	lncRNA
ENSG00000233919.1	lncRNA
ENSG00000281160.1	lncRNA
ENSG00000232354.8	lncRNA
ENSG00000289558.1	lncRNA
ENSG00000230084.7	lncRNA
ENSG00000287629.1	lncRNA
ENSG00000285539.1	lncRNA
ENSG00000230970.4	lncRNA
ENSG00000287417.1	lncRNA
ENSG00000173811.11	lncRNA
ENSG00000225611.2	lncRNA
ENSG00000235288.3	lncRNA
ENSG00000273328.5	lncRNA
ENSG00000206552.4	lncRNA
ENSG00000227245.1	lncRNA
ENSG00000285766.1	lncRNA
ENSG00000234617.2	lncRNA
ENSG00000235886.1	lncRNA
ENSG00000271192.1	lncRNA
ENSG00000272121.1	lncRNA
ENSG00000261786.1	lncRNA
ENSG00000271937.1	lncRNA
ENSG00000283036.3	lncRNA
ENSG00000236869.2	lncRNA
ENSG00000233509.2	lncRNA
ENSG00000272077.1	lncRNA
ENSG00000235845.1	lncRNA
ENSG00000232455.2	lncRNA
ENSG00000230530.2	lncRNA
ENSG00000288720.1	lncRNA
ENSG00000285788.1	lncRNA
ENSG00000288717.1	lncRNA
ENSG00000288703.1	lncRNA
ENSG00000288724.1	lncRNA
ENSG00000223552.2	lncRNA
ENSG00000283646.2	lncRNA
ENSG00000268324.2	lncRNA
ENSG00000288718.1	lncRNA
ENSG00000286570.1	lncRNA
ENSG00000284672.1	lncRNA
ENSG00000227398.5	lncRNA
ENSG00000289507.1	lncRNA
ENSG00000260236.1	lncRNA
ENSG00000214773.1	lncRNA
ENSG00000289043.1	lncRNA
ENSG00000244380.1	lncRNA
ENSG00000228350.1	lncRNA
ENSG00000271973.1	lncRNA
ENSG00000224424.8	lncRNA
ENSG00000221883.4	lncRNA
ENSG00000235236.1	lncRNA
ENSG00000223343.1	lncRNA
ENSG00000273211.1	lncRNA
ENSG00000272434.1	lncRNA
ENSG00000225399.4	lncRNA
ENSG00000235908.1	lncRNA
ENSG00000226913.2	lncRNA
ENSG00000235120.1	lncRNA
ENSG00000230698.1	lncRNA
ENSG00000228008.1	lncRNA
ENSG00000281691.1	lncRNA
ENSG00000235016.1	lncRNA
ENSG00000213600.3	lncRNA
ENSG00000230454.1	lncRNA
ENSG00000232352.2	lncRNA
ENSG00000281358.1	lncRNA
ENSG00000235058.1	lncRNA
ENSG00000271858.5	lncRNA
ENSG00000280382.1	lncRNA
ENSG00000289504.1	lncRNA
ENSG00000273356.1	lncRNA
ENSG00000288988.1	lncRNA
ENSG00000288063.1	lncRNA
ENSG00000235455.1	lncRNA
ENSG00000287707.1	lncRNA
ENSG00000272762.5	lncRNA
ENSG00000285685.1	lncRNA
ENSG00000286419.1	lncRNA
ENSG00000243224.1	lncRNA
ENSG00000239799.1	lncRNA
ENSG00000289519.1	lncRNA
ENSG00000286531.1	lncRNA
ENSG00000271916.1	lncRNA
ENSG00000271976.1	lncRNA
ENSG00000289063.1	lncRNA
ENSG00000288029.1	lncRNA
ENSG00000286353.1	lncRNA
ENSG00000265992.1	lncRNA
ENSG00000243715.1	lncRNA
ENSG00000239991.1	lncRNA
ENSG00000243572.1	lncRNA
ENSG00000240708.2	lncRNA
ENSG00000242568.1	lncRNA
ENSG00000242775.1	lncRNA
ENSG00000244586.1	lncRNA
ENSG00000242317.1	lncRNA
ENSG00000240777.2	lncRNA
ENSG00000281708.1	lncRNA
ENSG00000240198.5	lncRNA
ENSG00000272202.1	lncRNA
ENSG00000286952.1	lncRNA
ENSG00000287502.1	lncRNA
ENSG00000272146.6	lncRNA
ENSG00000239801.1	lncRNA
ENSG00000241933.1	lncRNA
ENSG00000244161.1	lncRNA
ENSG00000283148.1	lncRNA
ENSG00000273493.1	lncRNA
ENSG00000272182.1	lncRNA
ENSG00000272360.1	lncRNA
ENSG00000243384.1	lncRNA
ENSG00000244383.2	lncRNA
ENSG00000242428.6	lncRNA
ENSG00000243295.2	lncRNA
ENSG00000243903.1	lncRNA
ENSG00000242545.1	lncRNA
ENSG00000287649.1	lncRNA
ENSG00000244342.5	lncRNA
ENSG00000241359.1	lncRNA
ENSG00000240549.2	lncRNA
ENSG00000280620.1	lncRNA
ENSG00000239653.1	lncRNA
ENSG00000271843.1	lncRNA
ENSG00000243410.1	lncRNA
ENSG00000272181.1	lncRNA
ENSG00000241111.1	lncRNA
ENSG00000189196.4	lncRNA
ENSG00000241572.1	lncRNA
ENSG00000241101.1	lncRNA
ENSG00000226017.2	lncRNA
ENSG00000244564.2	lncRNA
ENSG00000241158.7	lncRNA
ENSG00000241684.7	lncRNA
ENSG00000243149.2	lncRNA
ENSG00000270059.1	lncRNA
ENSG00000272610.1	lncRNA
ENSG00000240175.1	lncRNA
ENSG00000288039.1	lncRNA
ENSG00000285738.1	lncRNA
ENSG00000287873.1	lncRNA
ENSG00000241884.2	lncRNA
ENSG00000241316.8	lncRNA
ENSG00000286967.1	lncRNA
ENSG00000244513.7	lncRNA
ENSG00000240842.2	lncRNA
ENSG00000241667.1	lncRNA
ENSG00000240405.7	lncRNA
ENSG00000288679.1	lncRNA
ENSG00000287669.1	lncRNA
ENSG00000244203.2	lncRNA
ENSG00000274387.1	lncRNA
ENSG00000242094.1	lncRNA
ENSG00000277855.1	lncRNA
ENSG00000270562.1	lncRNA
ENSG00000287131.1	lncRNA
ENSG00000241163.9	lncRNA
ENSG00000273461.5	lncRNA
ENSG00000276471.1	lncRNA
ENSG00000243083.7	lncRNA
ENSG00000272774.1	lncRNA
ENSG00000242618.2	lncRNA
ENSG00000287882.1	lncRNA
ENSG00000260670.1	lncRNA
ENSG00000244345.1	lncRNA
ENSG00000287595.2	lncRNA
ENSG00000239677.6	lncRNA
ENSG00000242741.2	lncRNA
ENSG00000239454.1	lncRNA
ENSG00000287398.1	lncRNA
ENSG00000272690.6	lncRNA
ENSG00000242516.3	lncRNA
ENSG00000288793.1	lncRNA
ENSG00000287567.1	lncRNA
ENSG00000244461.1	lncRNA
ENSG00000240573.1	lncRNA
ENSG00000240241.5	lncRNA
ENSG00000288105.1	lncRNA
ENSG00000286329.2	lncRNA
ENSG00000242828.1	lncRNA
ENSG00000242781.2	lncRNA
ENSG00000243694.4	lncRNA
ENSG00000242145.1	lncRNA
ENSG00000241593.5	lncRNA
ENSG00000287053.1	lncRNA
ENSG00000242190.1	lncRNA
ENSG00000242009.2	lncRNA
ENSG00000239440.6	lncRNA
ENSG00000288004.1	lncRNA
ENSG00000286567.1	lncRNA
ENSG00000287158.2	lncRNA
ENSG00000242641.6	lncRNA
ENSG00000242339.2	lncRNA
ENSG00000287273.1	lncRNA
ENSG00000241648.1	lncRNA
ENSG00000239519.1	lncRNA
ENSG00000239767.2	lncRNA
ENSG00000241328.1	lncRNA
ENSG00000281392.2	lncRNA
ENSG00000239572.3	lncRNA
ENSG00000288780.1	lncRNA
ENSG00000285780.2	lncRNA
ENSG00000239589.7	lncRNA
ENSG00000286516.1	lncRNA
ENSG00000286447.1	lncRNA
ENSG00000261292.2	lncRNA
ENSG00000282527.2	lncRNA
ENSG00000279658.1	lncRNA
ENSG00000285614.1	lncRNA
ENSG00000249225.1	lncRNA
ENSG00000289078.1	lncRNA
ENSG00000251088.1	lncRNA
ENSG00000289509.1	lncRNA
ENSG00000248839.1	lncRNA
ENSG00000286602.1	lncRNA
ENSG00000239445.6	lncRNA
ENSG00000239462.1	lncRNA
ENSG00000240476.1	lncRNA
ENSG00000243296.1	lncRNA
ENSG00000243089.2	lncRNA
ENSG00000244464.2	lncRNA
ENSG00000273374.1	lncRNA
ENSG00000287378.1	lncRNA
ENSG00000289629.1	lncRNA
ENSG00000256628.3	lncRNA
ENSG00000249474.1	lncRNA
ENSG00000287682.1	lncRNA
ENSG00000214407.3	lncRNA
ENSG00000241280.1	lncRNA
ENSG00000241754.2	lncRNA
ENSG00000288848.1	lncRNA
ENSG00000287421.1	lncRNA
ENSG00000286854.1	lncRNA
ENSG00000242759.8	lncRNA
ENSG00000288557.1	lncRNA
ENSG00000286956.1	lncRNA
ENSG00000243701.8	lncRNA
ENSG00000239828.8	lncRNA
ENSG00000272597.1	lncRNA
ENSG00000273125.2	lncRNA
ENSG00000240423.3	lncRNA
ENSG00000241469.9	lncRNA
ENSG00000271856.1	lncRNA
ENSG00000239314.1	lncRNA
ENSG00000261364.1	lncRNA
ENSG00000289358.1	lncRNA
ENSG00000228980.4	lncRNA
ENSG00000242029.1	lncRNA
ENSG00000240895.1	lncRNA
ENSG00000242242.7	lncRNA
ENSG00000289069.1	lncRNA
ENSG00000239311.1	lncRNA
ENSG00000240766.1	lncRNA
ENSG00000286492.1	lncRNA
ENSG00000261488.1	lncRNA
ENSG00000239482.6	lncRNA
ENSG00000243081.2	lncRNA
ENSG00000240893.1	lncRNA
ENSG00000272844.1	lncRNA
ENSG00000240057.7	lncRNA
ENSG00000241219.2	lncRNA
ENSG00000243795.1	lncRNA
ENSG00000288079.1	lncRNA
ENSG00000243849.2	lncRNA
ENSG00000239453.1	lncRNA
ENSG00000242659.1	lncRNA
ENSG00000273394.1	lncRNA
ENSG00000287805.1	lncRNA
ENSG00000285836.1	lncRNA
ENSG00000241490.1	lncRNA
ENSG00000259976.3	lncRNA
ENSG00000241560.7	lncRNA
ENSG00000242290.2	lncRNA
ENSG00000241295.1	lncRNA
ENSG00000239946.1	lncRNA
ENSG00000242767.1	lncRNA
ENSG00000242880.2	lncRNA
ENSG00000288896.1	lncRNA
ENSG00000287795.1	lncRNA
ENSG00000288074.1	lncRNA
ENSG00000241596.1	lncRNA
ENSG00000289153.1	lncRNA
ENSG00000240922.1	lncRNA
ENSG00000241397.1	lncRNA
ENSG00000243197.8	lncRNA
ENSG00000242385.1	lncRNA
ENSG00000239268.4	lncRNA
ENSG00000241213.2	lncRNA
ENSG00000242816.2	lncRNA
ENSG00000243276.6	lncRNA
ENSG00000286660.1	lncRNA
ENSG00000239877.3	lncRNA
ENSG00000240254.2	lncRNA
ENSG00000241155.1	lncRNA
ENSG00000272662.1	lncRNA
ENSG00000272967.1	lncRNA
ENSG00000289134.1	lncRNA
ENSG00000286584.3	lncRNA
ENSG00000239994.2	lncRNA
ENSG00000288662.1	lncRNA
ENSG00000288667.1	lncRNA
ENSG00000242622.3	lncRNA
ENSG00000282950.1	lncRNA
ENSG00000286735.1	lncRNA
ENSG00000286827.1	lncRNA
ENSG00000243593.1	lncRNA
ENSG00000287366.1	lncRNA
ENSG00000287022.1	lncRNA
ENSG00000288868.1	lncRNA
ENSG00000272758.7	lncRNA
ENSG00000287207.1	lncRNA
ENSG00000273033.2	lncRNA
ENSG00000273454.1	lncRNA
ENSG00000272678.1	lncRNA
ENSG00000239523.7	lncRNA
ENSG00000250174.5	lncRNA
ENSG00000288806.1	lncRNA
ENSG00000273123.1	lncRNA
ENSG00000288713.1	lncRNA
ENSG00000260391.2	lncRNA
ENSG00000244286.1	lncRNA
ENSG00000288022.1	lncRNA
ENSG00000289324.1	lncRNA
ENSG00000284624.1	lncRNA
ENSG00000272840.1	lncRNA
ENSG00000287617.1	lncRNA
ENSG00000248787.2	lncRNA
ENSG00000248607.1	lncRNA
ENSG00000250012.2	lncRNA
ENSG00000250218.1	lncRNA
ENSG00000246022.4	lncRNA
ENSG00000287232.1	lncRNA
ENSG00000250934.3	lncRNA
ENSG00000251448.2	lncRNA
ENSG00000287440.1	lncRNA
ENSG00000249833.7	lncRNA
ENSG00000287784.1	lncRNA
ENSG00000289641.1	lncRNA
ENSG00000286919.1	lncRNA
ENSG00000244215.2	lncRNA
ENSG00000288769.1	lncRNA
ENSG00000239921.6	lncRNA
ENSG00000240562.1	lncRNA
ENSG00000282975.1	lncRNA
ENSG00000282860.1	lncRNA
ENSG00000285600.1	lncRNA
ENSG00000287143.1	lncRNA
ENSG00000239608.1	lncRNA
ENSG00000285619.1	lncRNA
ENSG00000242049.1	lncRNA
ENSG00000244300.3	lncRNA
ENSG00000286806.1	lncRNA
ENSG00000198685.4	lncRNA
ENSG00000261159.1	lncRNA
ENSG00000231305.4	lncRNA
ENSG00000287110.2	lncRNA
ENSG00000273174.1	lncRNA
ENSG00000288996.1	lncRNA
ENSG00000273437.1	lncRNA
ENSG00000289469.1	lncRNA
ENSG00000289351.1	lncRNA
ENSG00000286729.1	lncRNA
ENSG00000206417.8	lncRNA
ENSG00000203644.3	lncRNA
